logFC	se	df	t	pval	adjPval	protein	fit_status	model	adjPval_BH
0.433944404158738	0.1322649152983	6.00043011697071	3.28087311121059	0.0168024922347249	0.161827281768867	tr|A0Q7G9|A0Q7G9_FRATN	rlm	naive	0.161827281768867
-0.324310628808488	0.0998678899068655	6.00043011697071	-3.24739642652841	0.0175216863791499	0.167026327948755	sp|A0Q804|MURQ_FRATN	rlm	naive	0.167026327948755
-0.345564281948541	0.10695683809853	6.00043011697071	-3.23087600654577	0.0178889730962185	0.167026327948755	sp|A0Q4I5|RL23_FRATN	rlm	naive	0.167026327948755
-0.522154869371084	0.160568365027284	5.8795509031526	-3.25191621202817	0.0179360045321857	0.167026327948755	tr|A0Q675|A0Q675_FRATN	rlm	naive	0.167026327948755
0.291904955583234	0.0891252257991677	5.75327321141013	3.27522262037243	0.0179839387262116	0.167026327948755	sp|A0Q562|PSD_FRATN	rlm	naive	0.167026327948755
1.67223860262122	0.456899341476107	4.42207838103625	3.65997157539931	0.0181144398255302	0.167026327948755	tr|A0Q7D7|A0Q7D7_FRATN	rlm	naive	0.167026327948755
-0.362369903454154	0.103737529806623	4.85894179423993	-3.49314181790956	0.0182453986110808	0.167026327948755	sp|A0Q867|RPOB_FRATN	rlm	naive	0.167026327948755
-0.545092567697253	0.169747102630329	6.00043011697071	-3.21120395724422	0.0183373585577782	0.167026327948755	sp|A0Q7R6|RPOA2_FRATN	rlm	naive	0.167026327948755
0.495894319956611	0.154907982394257	6.00043011697071	3.20121863503785	0.0185696465298262	0.16759509847241	tr|A0Q440|A0Q440_FRATN	rlm	naive	0.16759509847241
-0.354516250168284	0.106359722601407	5.34592968477266	-3.33318141019291	0.0187191183031922	0.16759509847241	tr|A0Q434|A0Q434_FRATN	rlm	naive	0.16759509847241
0.6552139757312	0.205377917884257	6.00043011697071	3.19028443992919	0.0188277046794537	0.16759509847241	tr|A0Q603|A0Q603_FRATN	rlm	naive	0.16759509847241
0.425051143656353	0.133756189623622	6.00043011697071	3.17780541485527	0.0191270216347604	0.167793943273535	tr|A0Q4M5|A0Q4M5_FRATN	rlm	naive	0.167793943273535
-0.467194861940138	0.139869096397826	5.24057843966543	-3.34022935710765	0.0191356497009819	0.167793943273535	sp|A0Q6H4|RS6_FRATN	rlm	naive	0.167793943273535
-0.316586399442156	0.0995099228272396	5.91781788587229	-3.18145558199041	0.0194037771538192	0.168884727079538	sp|A0Q870|RL1_FRATN	rlm	naive	0.168884727079538
1.355505245696	0.425577710375284	5.75843898594329	3.18509454947884	0.0200548148445843	0.170190976491215	tr|A0Q8E5|A0Q8E5_FRATN	rlm	naive	0.170190976491215
0.298227617335979	0.0950337049046943	5.90823933258875	3.13812470675599	0.0205337303377052	0.170190976491215	tr|A0Q743|A0Q743_FRATN	rlm	naive	0.170190976491215
-0.374250137674367	0.112429401816617	5.03632629997357	-3.32875681652032	0.0205815598854835	0.170190976491215	sp|A0Q8F5|RIMP_FRATN	rlm	naive	0.170190976491215
-0.312618130852453	0.0994859001869349	5.86881497281793	-3.14233605229526	0.0206092874349539	0.170190976491215	sp|A0Q6A6|SYFA_FRATN	rlm	naive	0.170190976491215
-0.304269606229453	0.097616611052583	6.00043011697071	-3.11698596118597	0.0206621275047092	0.170190976491215	tr|A0Q6K4|A0Q6K4_FRATN	rlm	naive	0.170190976491215
-0.496764475711249	0.148643875898244	4.93837625541548	-3.34197741218291	0.0208977138956363	0.170190976491215	tr|A0Q7R8|A0Q7R8_FRATN	rlm	naive	0.170190976491215
-0.39262730423001	0.121795644501874	5.39724685315482	-3.22365636173442	0.0209620157749361	0.170190976491215	sp|A0Q4K8|RPOA1_FRATN	rlm	naive	0.170190976491215
0.287352263618806	0.0903735333068781	5.60224571255862	3.179606385899	0.0209693512668667	0.170190976491215	tr|A0Q7H6|A0Q7H6_FRATN	rlm	naive	0.170190976491215
-0.689195939328971	0.22214225149154	6.00043011697071	-3.10249821770271	0.0210472977865435	0.170190976491215	tr|A0Q6J9|A0Q6J9_FRATN	rlm	naive	0.170190976491215
0.623418900467665	0.193422939285911	5.37025521198934	3.2230866864563	0.0211256920891827	0.170190976491215	tr|A0Q7L6|A0Q7L6_FRATN	rlm	naive	0.170190976491215
0.414446361199203	0.127127265458075	5.18968701428822	3.2600902702173	0.0212615930672078	0.170190976491215	tr|A0Q8N6|A0Q8N6_FRATN	rlm	naive	0.170190976491215
-0.394800815511632	0.127903025792149	5.9428990209471	-3.08671990413431	0.0217447835971549	0.170190976491215	tr|A0Q6D6|A0Q6D6_FRATN	rlm	naive	0.170190976491215
-0.343266646329731	0.111599322017247	6.00043011697071	-3.07588469288982	0.0217753804776237	0.170190976491215	sp|A0Q6S9|CLPP_FRATN	rlm	naive	0.170190976491215
-0.324981926974695	0.105770667698465	6.00043011697071	-3.07251465880092	0.0218695153208002	0.170190976491215	sp|A0Q4J9|RL18_FRATN	rlm	naive	0.170190976491215
-0.482046422540351	0.154643698732402	5.6818123787893	-3.11714235039406	0.0222021139780658	0.170190976491215	tr|A0Q777|A0Q777_FRATN	rlm	naive	0.170190976491215
-0.29564916611479	0.093447959555514	5.43106725401342	-3.16378407320019	0.0223017772668652	0.170190976491215	tr|A0Q4B3|A0Q4B3_FRATN	rlm	naive	0.170190976491215
0.552802876443103	0.181205552270641	6.00043011697071	3.05069502295084	0.0224898168175227	0.170190976491215	tr|A0Q7R7|A0Q7R7_FRATN	rlm	naive	0.170190976491215
-0.529998035109506	0.173930225144039	6.00043011697071	-3.04718765626039	0.0225912990201916	0.170190976491215	tr|A0Q561|A0Q561_FRATN	rlm	naive	0.170190976491215
-0.326876459238432	0.107398716213368	6.00043011697071	-3.04357883188314	0.0226962365734923	0.170190976491215	sp|A0Q6L9|HSLU_FRATN	rlm	naive	0.170190976491215
0.465781973845665	0.15305942869678	5.99565946685359	3.04314459952941	0.0227316091858478	0.170190976491215	tr|A0Q8D2|A0Q8D2_FRATN	rlm	naive	0.170190976491215
-0.470590340172899	0.153051880254891	5.80930633967608	-3.07471126384846	0.022734475496345	0.170190976491215	tr|A0Q477|A0Q477_FRATN	rlm	naive	0.170190976491215
